Time [s],Value,Parity Error,Framing Error
45.91162325s,0x00,,
45.9128615s,0x00,,
45.91409975s,0x00,,
45.915338s,0x00,,
45.91657625s,0x00,,
45.91781475s,0x00,,
45.919053s,0x00,,
45.92029125s,0x00,,
45.9215295s,0x00,,
45.92276775s,0x00,,
45.92400625s,0x00,,
45.9252445s,0x00,,
45.92648275s,0x00,,
45.927721s,0x00,,
45.92895925s,0xAC,,
46.07930975s,0xFE,,
46.080548s,0x55,,
46.08178625s,0xEF,,
46.0830245s,0x13,,
46.084263s,0x7A,,
46.08550125s,0x01,,
46.0867395s,0x00,,
46.08797775s,0x00,,
46.089216s,0x00,,
46.0904545s,0x00,,
46.09169275s,0x00,,
46.092931s,0x00,,
46.09416925s,0x00,,
46.0954075s,0x00,,
46.096646s,0x00,,
46.09788425s,0x00,,
46.0991225s,0x00,,
46.10036075s,0x00,,
46.101599s,0x00,,
46.1028375s,0x00,,
46.10407575s,0x00,,
46.105314s,0x00,,
46.10655225s,0x8E,,
46.275374s,0xFE,,
46.27661225s,0x55,,
46.2778505s,0xEF,,
46.279089s,0x2F,,
46.28032725s,0x7C,,
46.2815655s,0x00,,
46.28280375s,0x00,,
46.284042s,0x00,,
46.2852805s,0x00,,
46.28651875s,0x00,,
46.287757s,0x00,,
46.28899525s,0x00,,
46.2902335s,0x00,,
46.291472s,0x00,,
46.29271025s,0x00,,
46.2939485s,0x00,,
46.29518675s,0x00,,
46.296425s,0x00,,
46.2976635s,0x00,,
46.29890175s,0x00,,
46.30014s,0x00,,
46.30137825s,0x00,,
46.3026165s,0x00,,
46.303855s,0x00,,
46.30509325s,0x00,,
46.3063315s,0x00,,
46.30756975s,0x00,,
46.30880825s,0x00,,
46.3100465s,0x00,,
46.31128475s,0x00,,
46.312523s,0x01,,
46.31376125s,0x00,,
46.31499975s,0x00,,
46.316238s,0x00,,
46.31747625s,0x00,,
46.3187145s,0x00,,
46.31995275s,0x00,,
46.32119125s,0x00,,
46.3224295s,0x00,,
46.32366775s,0x00,,
46.324906s,0x00,,
46.32614425s,0x00,,
46.32738275s,0x00,,
46.328621s,0x00,,
46.32985925s,0x00,,
46.3310975s,0x00,,
46.33233575s,0x00,,
46.33357425s,0x00,,
46.3348125s,0x00,,
46.33605075s,0x00,,
46.337289s,0xAC,,
46.47092225s,0xFE,,
46.47216075s,0x55,,
46.473399s,0xEF,,
46.47463725s,0x0D,,
46.4758755s,0x7B,,
46.47711375s,0x00,,
46.47835225s,0x00,,
46.4795905s,0x00,,
46.48082875s,0x00,,
46.482067s,0x00,,
46.48330525s,0x00,,
46.48454375s,0x00,,
46.485782s,0x00,,
46.48702025s,0x00,,
46.4882585s,0x00,,
46.48949675s,0x00,,
46.49073525s,0x88,,
46.66574825s,0xFE,,
46.6669865s,0x55,,
46.668225s,0xEF,,
46.66946325s,0x2F,,
46.6707015s,0x7C,,
46.67193975s,0x00,,
46.673178s,0x00,,
46.6744165s,0x00,,
46.67565475s,0x00,,
46.676893s,0x00,,
46.67813125s,0x00,,
46.6793695s,0x00,,
46.680608s,0x00,,
46.68184625s,0x00,,
46.6830845s,0x00,,
46.68432275s,0x00,,
46.685561s,0x00,,
46.6867995s,0x00,,
46.68803775s,0x00,,
46.689276s,0x00,,
46.69051425s,0x00,,
46.69175275s,0x00,,
46.692991s,0x00,,
46.69422925s,0x00,,
46.6954675s,0x00,,
46.69670575s,0x00,,
46.69794425s,0x00,,
46.6991825s,0x00,,
46.70042075s,0x00,,
46.701659s,0x00,,
46.70289725s,0x01,,
46.70413575s,0x00,,
46.705374s,0x00,,
46.70661225s,0x00,,
46.7078505s,0x00,,
46.70908875s,0x00,,
46.71032725s,0x00,,
46.7115655s,0x00,,
46.71280375s,0x00,,
46.714042s,0x00,,
46.71528025s,0x00,,
46.71651875s,0x00,,
46.717757s,0x00,,
46.71899525s,0x00,,
46.7202335s,0x00,,
46.72147175s,0x00,,
46.72271025s,0x00,,
46.7239485s,0x00,,
46.72518675s,0x00,,
46.726425s,0x00,,
46.72766325s,0xAC,,
46.87213175s,0xFE,,
46.87337s,0x55,,
46.8746085s,0xEF,,
46.87584675s,0x0B,,
46.877085s,0x77,,
46.87832325s,0x00,,
46.8795615s,0x00,,
46.8808s,0x00,,
46.88203825s,0x00,,
46.8832765s,0x00,,
46.88451475s,0x00,,
46.885753s,0x00,,
46.8869915s,0x00,,
46.88822975s,0x00,,
46.889468s,0x82,,
47.07335575s,0xFE,,
47.074594s,0x55,,
47.07583225s,0xEF,,
47.0770705s,0x2F,,
47.07830875s,0x7C,,
47.07954725s,0x00,,
47.0807855s,0x00,,
47.08202375s,0x00,,
47.083262s,0x00,,
47.0845005s,0x00,,
47.08573875s,0x00,,
47.086977s,0x00,,
47.08821525s,0x00,,
47.0894535s,0x00,,
47.090692s,0x00,,
47.09193025s,0x00,,
47.0931685s,0x00,,
47.09440675s,0x00,,
47.095645s,0x00,,
47.0968835s,0x00,,
47.09812175s,0x00,,
47.09936s,0x00,,
47.10059825s,0x00,,
47.1018365s,0x00,,
47.103075s,0x00,,
47.10431325s,0x00,,
47.1055515s,0x00,,
47.10678975s,0x00,,
47.108028s,0x00,,
47.1092665s,0x00,,
47.11050475s,0x01,,
47.111743s,0x00,,
47.11298125s,0x00,,
47.1142195s,0x00,,
47.115458s,0x00,,
47.11669625s,0x00,,
47.1179345s,0x00,,
47.11917275s,0x00,,
47.12041125s,0x00,,
47.1216495s,0x00,,
47.12288775s,0x00,,
47.124126s,0x00,,
47.12536425s,0x00,,
47.12660275s,0x00,,
47.127841s,0x00,,
47.12907925s,0x00,,
47.1303175s,0x00,,
47.13155575s,0x00,,
47.13279425s,0x00,,
47.1340325s,0x00,,
47.13527075s,0xAC,,
47.27065825s,0xFE,,
47.2718965s,0x55,,
47.273135s,0xEF,,
47.27437325s,0x2C,,
47.2756115s,0x7D,,
47.27684975s,0x00,,
47.278088s,0x00,,
47.2793265s,0x00,,
47.28056475s,0x00,,
47.281803s,0x00,,
47.28304125s,0x00,,
47.2842795s,0x00,,
47.285518s,0x00,,
47.28675625s,0x00,,
47.2879945s,0x00,,
47.28923275s,0x00,,
47.290471s,0x00,,
47.2917095s,0x00,,
47.29294775s,0x00,,
47.294186s,0x00,,
47.29542425s,0x18,,
47.2966625s,0x01,,
47.297901s,0x00,,
47.29913925s,0x00,,
47.3003775s,0x00,,
47.30161575s,0x00,,
47.302854s,0x00,,
47.3040925s,0x00,,
47.30533075s,0x00,,
47.306569s,0x05,,
47.30780725s,0x00,,
47.3090455s,0x08,,
47.310284s,0x3B,,
47.31152225s,0x11,,
47.3127605s,0x00,,
47.31399875s,0x04,,
47.31523725s,0x08,,
47.3164755s,0x01,,
47.31771375s,0x2C,,
47.318952s,0x32,,
47.32019025s,0x00,,
47.3214285s,0x00,,
47.322667s,0x20,,
47.32390525s,0x06,,
47.3251435s,0x0A,,
47.32638175s,0x32,,
47.32762s,0x00,,
47.3288585s,0xE8,,
47.46981825s,0xFE,,
47.4710565s,0x55,,
47.472295s,0xEF,,
47.47353325s,0x2F,,
47.4747715s,0x7C,,
47.47600975s,0x00,,
47.477248s,0x00,,
47.4784865s,0x00,,
47.47972475s,0x00,,
47.480963s,0x00,,
47.48220125s,0x00,,
47.48343975s,0x00,,
47.484678s,0x00,,
47.48591625s,0x00,,
47.4871545s,0x00,,
47.48839275s,0x00,,
47.48963125s,0x00,,
47.4908695s,0x00,,
47.49210775s,0x00,,
47.493346s,0x00,,
47.49458425s,0x00,,
47.49582275s,0x00,,
47.497061s,0x00,,
47.49829925s,0x00,,
47.4995375s,0x00,,
47.50077575s,0x00,,
47.50201425s,0x00,,
47.5032525s,0x00,,
47.50449075s,0x00,,
47.505729s,0x00,,
47.50696725s,0x01,,
47.50820575s,0x00,,
47.509444s,0x00,,
47.51068225s,0x00,,
47.5119205s,0x00,,
47.513159s,0x00,,
47.51439725s,0x00,,
47.5156355s,0x00,,
47.51687375s,0x00,,
47.518112s,0x00,,
47.5193505s,0x00,,
47.52058875s,0x00,,
47.521827s,0x00,,
47.52306525s,0x00,,
47.5243035s,0x00,,
47.525542s,0x00,,
47.52678025s,0x00,,
47.5280185s,0x00,,
47.52925675s,0x00,,
47.530495s,0x00,,
47.5317335s,0xAC,,
47.67991675s,0xFE,,
47.681155s,0x55,,
47.68239325s,0xEF,,
47.68363175s,0x13,,
47.68487s,0x7A,,
47.68610825s,0x01,,
47.6873465s,0x00,,
47.68858475s,0x00,,
47.68982325s,0x00,,
47.6910615s,0x00,,
47.69229975s,0x00,,
47.693538s,0x00,,
47.69477625s,0x00,,
47.69601475s,0x00,,
47.697253s,0x00,,
47.69849125s,0x00,,
47.6997295s,0x00,,
47.70096775s,0x00,,
47.70220625s,0x00,,
47.7034445s,0x00,,
47.70468275s,0x00,,
47.705921s,0x00,,
47.70715925s,0x8E,,
47.8875385s,0xFE,,
47.88877675s,0x55,,
47.890015s,0xEF,,
47.8912535s,0x2F,,
47.89249175s,0x7C,,
47.89373s,0x00,,
47.89496825s,0x00,,
47.8962065s,0x00,,
47.897445s,0x00,,
47.89868325s,0x00,,
47.8999215s,0x00,,
47.90115975s,0x00,,
47.902398s,0x00,,
47.9036365s,0x00,,
47.90487475s,0x00,,
47.906113s,0x00,,
47.90735125s,0x00,,
47.9085895s,0x00,,
47.909828s,0x00,,
47.91106625s,0x00,,
47.9123045s,0x00,,
47.91354275s,0x00,,
47.91478125s,0x00,,
47.9160195s,0x00,,
47.91725775s,0x00,,
47.918496s,0x00,,
47.91973425s,0x00,,
47.92097275s,0x00,,
47.922211s,0x00,,
47.92344925s,0x00,,
47.9246875s,0x01,,
47.92592575s,0x00,,
47.92716425s,0x00,,
47.9284025s,0x00,,
47.92964075s,0x00,,
47.930879s,0x00,,
47.93211725s,0x00,,
47.93335575s,0x00,,
47.934594s,0x00,,
47.93583225s,0x00,,
47.9370705s,0x00,,
47.93830875s,0x00,,
47.93954725s,0x00,,
47.9407855s,0x00,,
47.94202375s,0x00,,
47.943262s,0x00,,
47.9445005s,0x00,,
47.94573875s,0x00,,
47.946977s,0x00,,
47.94821525s,0x00,,
47.9494535s,0xAC,,
48.0785465s,0xFE,,
48.07978475s,0x55,,
48.081023s,0xEF,,
48.08226125s,0x0D,,
48.08349975s,0x7B,,
48.084738s,0x00,,
48.08597625s,0x00,,
48.0872145s,0x00,,
48.08845275s,0x00,,
48.08969125s,0x00,,
48.0909295s,0x00,,
48.09216775s,0x00,,
48.093406s,0x00,,
48.09464425s,0x00,,
48.09588275s,0x00,,
48.097121s,0x00,,
48.09835925s,0x88,,
48.28235025s,0xFE,,
48.2835885s,0x55,,
48.28482675s,0xEF,,
48.286065s,0x2F,,
48.28730325s,0x7C,,
48.28854175s,0x00,,
48.28978s,0x00,,
48.29101825s,0x00,,
48.2922565s,0x00,,
48.29349475s,0x00,,
48.29473325s,0x00,,
48.2959715s,0x00,,
48.29720975s,0x00,,
48.298448s,0x00,,
48.29968625s,0x00,,
48.30092475s,0x00,,
48.302163s,0x00,,
48.30340125s,0x00,,
48.3046395s,0x00,,
48.30587775s,0x00,,
48.30711625s,0x00,,
48.3083545s,0x00,,
48.30959275s,0x00,,
48.310831s,0x00,,
48.31206925s,0x00,,
48.31330775s,0x00,,
48.314546s,0x00,,
48.31578425s,0x00,,
48.3170225s,0x00,,
48.31826075s,0x00,,
48.31949925s,0x01,,
48.3207375s,0x00,,
48.32197575s,0x00,,
48.323214s,0x00,,
48.3244525s,0x00,,
48.32569075s,0x00,,
48.326929s,0x00,,
48.32816725s,0x00,,
48.3294055s,0x00,,
48.330644s,0x00,,
48.33188225s,0x00,,
48.3331205s,0x00,,
48.33435875s,0x00,,
48.335597s,0x00,,
48.3368355s,0x00,,
48.33807375s,0x00,,
48.339312s,0x00,,
48.34055025s,0x00,,
48.3417885s,0x00,,
48.343027s,0x00,,
48.34426525s,0xAC,,
48.49017825s,0xFE,,
48.4914165s,0x55,,
48.492655s,0xEF,,
48.49389325s,0x0B,,
48.4951315s,0x77,,
48.49636975s,0x00,,
48.497608s,0x00,,
48.4988465s,0x00,,
48.50008475s,0x00,,
48.501323s,0x00,,
48.50256125s,0x00,,
48.5037995s,0x00,,
48.505038s,0x00,,
48.50627625s,0x00,,
48.5075145s,0x82,,
48.68314675s,0xFE,,
48.68438525s,0x55,,
48.6856235s,0xEF,,
48.68686175s,0x2F,,
48.6881s,0x7C,,
48.68933825s,0x00,,
48.69057675s,0x00,,
48.691815s,0x00,,
48.69305325s,0x00,,
48.6942915s,0x00,,
48.69552975s,0x00,,
48.69676825s,0x00,,
48.6980065s,0x00,,
48.69924475s,0x00,,
48.700483s,0x00,,
48.70172125s,0x00,,
48.70295975s,0x00,,
48.704198s,0x00,,
48.70543625s,0x00,,
48.7066745s,0x00,,
48.70791275s,0x00,,
48.70915125s,0x00,,
48.7103895s,0x00,,
48.71162775s,0x00,,
48.712866s,0x00,,
48.7141045s,0x00,,
48.71534275s,0x00,,
48.716581s,0x00,,
48.71781925s,0x00,,
48.7190575s,0x00,,
48.720296s,0x01,,
48.72153425s,0x00,,
48.7227725s,0x00,,
48.72401075s,0x00,,
48.725249s,0x00,,
48.7264875s,0x00,,
48.72772575s,0x00,,
48.728964s,0x00,,
48.73020225s,0x00,,
48.7314405s,0x00,,
48.732679s,0x00,,
48.73391725s,0x00,,
48.7351555s,0x00,,
48.73639375s,0x00,,
48.737632s,0x00,,
48.7388705s,0x00,,
48.74010875s,0x00,,
48.741347s,0x00,,
48.74258525s,0x00,,
48.7438235s,0x00,,
48.745062s,0xAC,,
48.880759s,0xFE,,
48.88199725s,0x55,,
48.88323575s,0xEF,,
48.884474s,0x2C,,
48.88571225s,0x7D,,
48.8869505s,0x00,,
48.88818875s,0x00,,
48.88942725s,0x00,,
48.8906655s,0x00,,
48.89190375s,0x00,,
48.893142s,0x00,,
48.89438025s,0x00,,
48.89561875s,0x00,,
48.896857s,0x00,,
48.89809525s,0x00,,
48.8993335s,0x00,,
48.90057175s,0x00,,
48.90181025s,0x00,,
48.9030485s,0x00,,
48.90428675s,0x00,,
48.905525s,0x18,,
48.90676325s,0x01,,
48.90800175s,0x00,,
48.90924s,0x00,,
48.91047825s,0x00,,
48.9117165s,0x00,,
48.912955s,0x00,,
48.91419325s,0x00,,
48.9154315s,0x00,,
48.91666975s,0x05,,
48.917908s,0x00,,
48.9191465s,0x08,,
48.92038475s,0x3B,,
48.921623s,0x11,,
48.92286125s,0x00,,
48.9240995s,0x04,,
48.925338s,0x08,,
48.92657625s,0x01,,
48.9278145s,0x2C,,
48.92905275s,0x32,,
48.930291s,0x00,,
48.9315295s,0x00,,
48.93276775s,0x20,,
48.934006s,0x06,,
48.93524425s,0x0A,,
48.9364825s,0x32,,
48.937721s,0x00,,
48.93895925s,0xE8,,
49.08291175s,0xFE,,
49.08415s,0x55,,
49.08538825s,0xEF,,
49.0866265s,0x2F,,
49.087865s,0x7C,,
49.08910325s,0x00,,
49.0903415s,0x00,,
49.09157975s,0x00,,
49.092818s,0x00,,
49.0940565s,0x00,,
49.09529475s,0x00,,
49.096533s,0x00,,
49.09777125s,0x00,,
49.0990095s,0x00,,
49.100248s,0x00,,
49.10148625s,0x00,,
49.1027245s,0x00,,
49.10396275s,0x00,,
49.105201s,0x00,,
49.1064395s,0x00,,
49.10767775s,0x00,,
49.108916s,0x00,,
49.11015425s,0x00,,
49.1113925s,0x00,,
49.112631s,0x00,,
49.11386925s,0x00,,
49.1151075s,0x00,,
49.11634575s,0x00,,
49.11758425s,0x00,,
49.1188225s,0x00,,
49.12006075s,0x01,,
49.121299s,0x00,,
49.12253725s,0x00,,
49.12377575s,0x00,,
49.125014s,0x00,,
49.12625225s,0x00,,
49.1274905s,0x00,,
49.12872875s,0x00,,
49.12996725s,0x00,,
49.1312055s,0x00,,
49.13244375s,0x00,,
49.133682s,0x00,,
49.13492025s,0x00,,
49.13615875s,0x00,,
49.137397s,0x00,,
49.13863525s,0x00,,
49.1398735s,0x00,,
49.14111175s,0x00,,
49.14235025s,0x00,,
49.1435885s,0x00,,
49.14482675s,0xAC,,
49.28712825s,0xFE,,
49.2883665s,0x55,,
49.28960475s,0xEF,,
49.290843s,0x13,,
49.29208125s,0x7A,,
49.29331975s,0x01,,
49.294558s,0x00,,
49.29579625s,0x00,,
49.2970345s,0x00,,
49.298273s,0x00,,
49.29951125s,0x00,,
49.3007495s,0x00,,
49.30198775s,0x00,,
49.303226s,0x00,,
49.3044645s,0x00,,
49.30570275s,0x00,,
49.306941s,0x00,,
49.30817925s,0x00,,
49.3094175s,0x00,,
49.310656s,0x00,,
49.31189425s,0x00,,
49.3131325s,0x00,,
49.31437075s,0x8E,,
49.48762975s,0xFE,,
49.488868s,0x55,,
49.49010625s,0xEF,,
49.4913445s,0x2F,,
49.492583s,0x7C,,
49.49382125s,0x00,,
49.4950595s,0x00,,
49.49629775s,0x00,,
49.49753625s,0x00,,
49.4987745s,0x00,,
49.50001275s,0x00,,
49.501251s,0x00,,
49.50248925s,0x00,,
49.50372775s,0x00,,
49.504966s,0x00,,
49.50620425s,0x00,,
49.5074425s,0x00,,
49.508681s,0x00,,
49.50991925s,0x00,,
49.5111575s,0x00,,
49.51239575s,0x00,,
49.513634s,0x00,,
49.51487225s,0x00,,
49.51611075s,0x00,,
49.517349s,0x00,,
49.51858725s,0x00,,
49.5198255s,0x00,,
49.521064s,0x00,,
49.52230225s,0x00,,
49.5235405s,0x00,,
49.52477875s,0x01,,
49.526017s,0x00,,
49.5272555s,0x00,,
49.52849375s,0x00,,
49.529732s,0x00,,
49.53097025s,0x00,,
49.5322085s,0x00,,
49.533447s,0x00,,
49.53468525s,0x00,,
49.5359235s,0x00,,
49.53716175s,0x00,,
49.5384s,0x00,,
49.5396385s,0x00,,
49.54087675s,0x00,,
49.542115s,0x00,,
49.54335325s,0x00,,
49.5445915s,0x00,,
49.54583s,0x00,,
49.54706825s,0x00,,
49.5483065s,0x00,,
49.54954475s,0xAC,,
49.687925s,0xFE,,
49.68916325s,0x55,,
49.6904015s,0xEF,,
49.69163975s,0x0D,,
49.69287825s,0x7B,,
49.6941165s,0x00,,
49.69535475s,0x00,,
49.696593s,0x00,,
49.69783125s,0x00,,
49.69906975s,0x00,,
49.700308s,0x00,,
49.70154625s,0x00,,
49.7027845s,0x00,,
49.70402275s,0x00,,
49.70526125s,0x00,,
49.7064995s,0x00,,
49.70773775s,0x88,,
49.88481475s,0xFE,,
49.886053s,0x55,,
49.8872915s,0xEF,,
49.88852975s,0x2F,,
49.889768s,0x7C,,
49.89100625s,0x00,,
49.8922445s,0x00,,
49.893483s,0x00,,
49.89472125s,0x00,,
49.8959595s,0x00,,
49.89719775s,0x00,,
49.898436s,0x00,,
49.8996745s,0x00,,
49.90091275s,0x00,,
49.902151s,0x00,,
49.90338925s,0x00,,
49.90462775s,0x00,,
49.905866s,0x00,,
49.90710425s,0x00,,
49.9083425s,0x00,,
49.90958075s,0x00,,
49.91081925s,0x00,,
49.9120575s,0x00,,
49.91329575s,0x00,,
49.914534s,0x00,,
49.91577225s,0x00,,
49.91701075s,0x00,,
49.918249s,0x00,,
49.91948725s,0x00,,
49.9207255s,0x00,,
49.92196375s,0x01,,
49.92320225s,0x00,,
49.9244405s,0x00,,
49.92567875s,0x00,,
49.926917s,0x00,,
49.92815525s,0x00,,
49.92939375s,0x00,,
49.930632s,0x00,,
49.93187025s,0x00,,
49.9331085s,0x00,,
49.93434675s,0x00,,
49.93558525s,0x00,,
49.9368235s,0x00,,
49.93806175s,0x00,,
49.9393s,0x00,,
49.94053825s,0x00,,
49.94177675s,0x00,,
49.943015s,0x00,,
49.94425325s,0x00,,
49.9454915s,0x00,,
49.94673s,0xAC,,
50.086761s,0xFE,,
50.0879995s,0x55,,
50.08923775s,0xEF,,
50.090476s,0x0B,,
50.09171425s,0x77,,
50.0929525s,0x00,,
50.094191s,0x00,,
50.09542925s,0x00,,
50.0966675s,0x00,,
50.09790575s,0x00,,
50.099144s,0x00,,
50.1003825s,0x00,,
50.10162075s,0x00,,
50.102859s,0x00,,
50.10409725s,0x82,,
50.2909775s,0xFE,,
50.29221575s,0x55,,
50.29345425s,0xEF,,
50.2946925s,0x2F,,
50.29593075s,0x7C,,
50.297169s,0x00,,
50.29840725s,0x00,,
50.29964575s,0x00,,
50.300884s,0x00,,
50.30212225s,0x00,,
50.3033605s,0x00,,
50.30459875s,0x00,,
50.30583725s,0x00,,
50.3070755s,0x00,,
50.30831375s,0x00,,
50.309552s,0x00,,
50.3107905s,0x00,,
50.31202875s,0x00,,
50.313267s,0x00,,
50.31450525s,0x00,,
50.3157435s,0x00,,
50.316982s,0x00,,
50.31822025s,0x00,,
50.3194585s,0x00,,
50.32069675s,0x00,,
50.321935s,0x00,,
50.3231735s,0x00,,
50.32441175s,0x00,,
50.32565s,0x00,,
50.32688825s,0x00,,
50.3281265s,0x01,,
50.329365s,0x00,,
50.33060325s,0x00,,
50.3318415s,0x00,,
50.33307975s,0x00,,
50.334318s,0x00,,
50.3355565s,0x00,,
50.33679475s,0x00,,
50.338033s,0x00,,
50.33927125s,0x00,,
50.3405095s,0x00,,
50.341748s,0x00,,
50.34298625s,0x00,,
50.3442245s,0x00,,
50.34546275s,0x00,,
50.34670125s,0x00,,
50.3479395s,0x00,,
50.34917775s,0x00,,
50.350416s,0x00,,
50.35165425s,0x00,,
50.35289275s,0xAC,,
50.49261425s,0xFE,,
50.4938525s,0x55,,
50.495091s,0xEF,,
50.49632925s,0x2C,,
50.4975675s,0x7D,,
50.49880575s,0x00,,
50.500044s,0x00,,
50.50128225s,0x00,,
50.50252075s,0x00,,
50.503759s,0x00,,
50.50499725s,0x00,,
50.5062355s,0x00,,
50.50747375s,0x00,,
50.50871225s,0x00,,
50.5099505s,0x00,,
50.51118875s,0x00,,
50.512427s,0x00,,
50.5136655s,0x00,,
50.51490375s,0x00,,
50.516142s,0x00,,
50.51738025s,0x18,,
50.5186185s,0x01,,
50.51985675s,0x00,,
50.52109525s,0x00,,
50.5223335s,0x00,,
50.52357175s,0x00,,
50.52481s,0x00,,
50.5260485s,0x00,,
50.52728675s,0x00,,
50.528525s,0x05,,
50.52976325s,0x00,,
50.5310015s,0x08,,
50.53224s,0x3B,,
50.53347825s,0x11,,
50.5347165s,0x00,,
50.53595475s,0x04,,
50.537193s,0x08,,
50.5384315s,0x01,,
50.53966975s,0x2C,,
50.540908s,0x32,,
50.54214625s,0x00,,
50.5433845s,0x00,,
50.544623s,0x20,,
50.54586125s,0x06,,
50.5470995s,0x0A,,
50.54833775s,0x32,,
50.549576s,0x00,,
50.5508145s,0xE8,,
50.69311575s,0xFE,,
50.69435425s,0x55,,
50.6955925s,0xEF,,
50.69683075s,0x2F,,
50.698069s,0x7C,,
50.69930725s,0x00,,
50.70054575s,0x00,,
50.701784s,0x00,,
50.70302225s,0x00,,
50.7042605s,0x00,,
50.70549875s,0x00,,
50.70673725s,0x00,,
50.7079755s,0x00,,
50.70921375s,0x00,,
50.710452s,0x00,,
50.71169025s,0x00,,
50.71292875s,0x00,,
50.714167s,0x00,,
50.71540525s,0x00,,
50.7166435s,0x00,,
50.71788175s,0x00,,
50.71912025s,0x00,,
50.7203585s,0x00,,
50.72159675s,0x00,,
50.722835s,0x00,,
50.72407325s,0x00,,
50.72531175s,0x00,,
50.72655s,0x00,,
50.72778825s,0x00,,
50.7290265s,0x00,,
50.73026475s,0x01,,
50.73150325s,0x00,,
50.7327415s,0x00,,
50.73397975s,0x00,,
50.735218s,0x00,,
50.73645625s,0x00,,
50.73769475s,0x00,,
50.738933s,0x00,,
50.74017125s,0x00,,
50.7414095s,0x00,,
50.742648s,0x00,,
50.74388625s,0x00,,
50.7451245s,0x00,,
50.74636275s,0x00,,
50.747601s,0x00,,
50.7488395s,0x00,,
50.75007775s,0x00,,
50.751316s,0x00,,
50.75255425s,0x00,,
50.7537925s,0x00,,
50.755031s,0xAC,,
50.887426s,0xFE,,
50.88866425s,0x55,,
50.8899025s,0xEF,,
50.89114075s,0x13,,
50.89237925s,0x7A,,
50.8936175s,0x01,,
50.89485575s,0x00,,
50.896094s,0x00,,
50.89733225s,0x00,,
50.89857075s,0x00,,
50.899809s,0x00,,
50.90104725s,0x00,,
50.9022855s,0x00,,
50.90352375s,0x00,,
50.90476225s,0x00,,
50.9060005s,0x00,,
50.90723875s,0x00,,
50.908477s,0x00,,
50.90971525s,0x00,,
50.91095375s,0x00,,
50.912192s,0x00,,
50.91343025s,0x00,,
50.9146685s,0x8E,,
51.0922615s,0xFE,,
51.09349975s,0x55,,
51.09473825s,0xEF,,
51.0959765s,0x2F,,
51.09721475s,0x7C,,
51.098453s,0x00,,
51.0996915s,0x00,,
51.10092975s,0x00,,
51.102168s,0x00,,
51.10340625s,0x00,,
51.1046445s,0x00,,
51.105883s,0x00,,
51.10712125s,0x00,,
51.1083595s,0x00,,
51.10959775s,0x00,,
51.110836s,0x00,,
51.1120745s,0x00,,
51.11331275s,0x00,,
51.114551s,0x00,,
51.11578925s,0x00,,
51.1170275s,0x00,,
51.118266s,0x00,,
51.11950425s,0x00,,
51.1207425s,0x00,,
51.12198075s,0x00,,
51.123219s,0x00,,
51.1244575s,0x00,,
51.12569575s,0x00,,
51.126934s,0x00,,
51.12817225s,0x00,,
51.1294105s,0x01,,
51.130649s,0x00,,
51.13188725s,0x00,,
51.1331255s,0x00,,
51.13436375s,0x00,,
51.13560225s,0x00,,
51.1368405s,0x00,,
51.13807875s,0x00,,
51.139317s,0x00,,
51.14055525s,0x00,,
51.14179375s,0x00,,
51.143032s,0x00,,
51.14427025s,0x00,,
51.1455085s,0x00,,
51.14674675s,0x00,,
51.14798525s,0x00,,
51.1492235s,0x00,,
51.15046175s,0x00,,
51.1517s,0x00,,
51.15293825s,0x00,,
51.15417675s,0xAC,,
51.2854365s,0xFE,,
51.28667475s,0x55,,
51.28791325s,0xEF,,
51.2891515s,0x0D,,
51.29038975s,0x7B,,
51.291628s,0x00,,
51.29286625s,0x00,,
51.29410475s,0x00,,
51.295343s,0x00,,
51.29658125s,0x00,,
51.2978195s,0x00,,
51.299058s,0x00,,
51.30029625s,0x00,,
51.3015345s,0x00,,
51.30277275s,0x00,,
51.304011s,0x00,,
51.30524925s,0x88,,
51.497702s,0xFE,,
51.49894025s,0x55,,
51.5001785s,0xEF,,
51.501417s,0x2F,,
51.50265525s,0x7C,,
51.5038935s,0x00,,
51.50513175s,0x00,,
51.50637s,0x00,,
51.5076085s,0x00,,
51.50884675s,0x00,,
51.510085s,0x00,,
51.51132325s,0x00,,
51.51256175s,0x00,,
51.5138s,0x00,,
51.51503825s,0x00,,
51.5162765s,0x00,,
51.51751475s,0x00,,
51.51875325s,0x00,,
51.5199915s,0x00,,
51.52122975s,0x00,,
51.522468s,0x00,,
51.52370625s,0x00,,
51.52494475s,0x00,,
51.526183s,0x00,,
51.52742125s,0x00,,
51.5286595s,0x00,,
51.52989775s,0x00,,
51.53113625s,0x00,,
51.5323745s,0x00,,
51.53361275s,0x00,,
51.534851s,0x01,,
51.53608925s,0x00,,
51.53732775s,0x00,,
51.538566s,0x00,,
51.53980425s,0x00,,
51.5410425s,0x00,,
51.542281s,0x00,,
51.54351925s,0x00,,
51.5447575s,0x00,,
51.54599575s,0x00,,
51.547234s,0x00,,
51.5484725s,0x00,,
51.54971075s,0x00,,
51.550949s,0x00,,
51.55218725s,0x00,,
51.5534255s,0x00,,
51.554664s,0x00,,
51.55590225s,0x00,,
51.5571405s,0x00,,
51.55837875s,0x00,,
51.559617s,0xAC,,
51.69644925s,0xFE,,
51.69768775s,0x55,,
51.698926s,0xEF,,
51.70016425s,0x0B,,
51.7014025s,0x77,,
51.70264075s,0x00,,
51.70387925s,0x00,,
